Date,Description,Additions,Subtractions
08/02/2024,"'Credit Memo ADV FROM LN 70070017436-10102 256000802132301",80000.00,0.00
08/02/2024,"'Wire Transfer-in PEARL MERCHANDISIN PEARL MERCHANDISIN G AND DISTRIBUTIO 000000000000196",5449.73,0.00
08/02/2024,"'Deposit 000007185118360",95715.00,0.00
08/02/2024,"'Preauthorized Wd LEASEDIRECT 8639_1 INV# 587922117 DUE 08/01/24 REC# 132 4275 043000097908375",0.00,339.78
08/02/2024,"'Preauthorized Wd MAERSK A/S 4300004968 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000026271734",0.00,10470.00
08/02/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240802 001715420000066",0.00,248.83
08/02/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240802 001715420000067",0.00,1633.00
08/02/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240802 001715420000035",0.00,19881.17
08/02/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240802 001715420000146",0.00,925.00
08/02/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240802 001715420000115",0.00,1455.00
08/02/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240802 001715420000072",0.00,15100.00
08/02/2024,"Check 2351 000007102212840",0.00,5590.00
08/02/2024,"Check 2352 000007102200140",0.00,1000.00
08/30/2024,"Ending Totals",1046538.61,1057190.90
08/30/2024,"Beginning balance",0.00,0.00
09/03/2024,"'Deposit 000007185587960",12010.00,0.00
09/03/2024,"'Preauthorized Wd PAYCARGO ACHPAYMENT 240830 BATCH 6237510 081000609109835",0.00,4069.50
09/03/2024,"'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 240903 021214890184246",0.00,13600.00
09/03/2024,"'Preauthorized Wd MERCHANT BNKCD DISCOUNT 240903 938206002884 026008816684515",0.00,384.32
09/03/2024,"Check 2373 000007103776530",0.00,315.00
09/04/2024,"'Preauthorized Credit ICL FREIGHT (USA ACH PMT 16573 021000029851010",1217.17,0.00
09/04/2024,"'Preauthorized Wd LEASEDIRECT 9079_1 INV# 588161653 DUE 09/01/24 REC# 138 1915 043000096245545",0.00,339.78
09/04/2024,"'Preauthorized Wd PAYCARGO ACHPAYMENT 240903 BATCH 6245982 081000601538229",0.00,12612.41
09/04/2024,"Check 2374 000007103853410",0.00,995.00
09/05/2024,"'Deposit 000007185649210",6040.00,0.00
09/05/2024,"'Preauthorized Wd PAYCARGO ACHPAYMENT 240904 BATCH 6249933 081000603174283",0.00,12650.41
09/05/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240905 001343170000010",0.00,1000.00
09/05/2024,"'Online Domestic Wire EVERGREEN SHIPPING EVERGREEN SHIPPING AGENCY (AMERICA) 000000000000251",0.00,70.00
09/05/2024,"'Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SU PPLY CHAIN(HK)LTD 000000000000252",0.00,44375.00
09/05/2024,"'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000",0.00,28948.45
09/06/2024,"'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 16509 - 16625 - 16624 - 16622 - 16603 021000028459545",61595.46,0.00
09/06/2024,"'Deposit 000007185672150",38175.00,0.00
09/06/2024,"'Deposit 000007185683290",80530.00,0.00
09/06/2024,"'Online Intl Wire CONEXO ASSESSORIA CONEXO ASSESSORIA EM COMERCIO EXTER 000000000000624",0.00,2818.11
09/06/2024,"'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000623",0.00,72990.00
09/09/2024,"'Deposit 000007185715590",1740.00,0.00
09/09/2024,"'Preauthorized Wd MAGAYA ACH 7868459150 240908 2500001452 026073187787612",0.00,2706.16
09/09/2024,"'Preauthorized Wd AMWINS GRP BEN INS PREMIU 240909 091000013716175",0.00,548.46
09/09/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240909 001715350000039",0.00,670.00
09/10/2024,"'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 16664 - 16717 - 16721 - 16722 - 16730 - 16743 021000023169782",44896.00,0.00
09/10/2024,"'Deposit 000007185757400",8660.00,0.00
09/10/2024,"'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 240910 021214893781338",0.00,22008.00
09/10/2024,"'Preauthorized Wd TECH CARGO LLC ACH 240910 001714570000073",0.00,7750.00
09/10/2024,"Check 2376 000007070643620",0.00,1500.00
09/10/2024,"Check 2378 000007070648450",0.00,460.00
09/10/2024,"'Online Domestic Wire CAROTRANS INTERNAT CAROTRANS INTERNAT IONAL 000000000000518",0.00,365.73
09/10/2024,"'Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SU PPLY CHAIN(HK)LTD 000000000000517",0.00,60750.00
09/30/2024,"'Wire Transfer-in BRANDFORCE INTERNA BRANDFORCE INTERNA TIONAL LLC 000000000000397",3675.00,0.00
09/30/2024,"'Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A, S.A. 000000000000354",14924.70,0.00
09/30/2024,"'Wire Transfer-in OMEGA TECH, S.A.OC OMEGA TECH, S.A. 000000000000110",41623.29,0.00
09/30/2024,"'Deposit 000007186037860",52059.01,0.00
09/30/2024,"'Automatic Ln Paymt AUTOMATIC LOAN PAY 000000000000000",0.00,932.46
09/30/2024,"Check 2387 000007105261780",0.00,1800.00
09/30/2024,"Ending Totals",1057722.41,976170.77
09/30/2024,Beginning balance,288290.81,
10/01/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 240930 BATCH 6330414 081000607313531,,12179.50
10/01/2024,Preauthorized Wd TECH CARGO LLC ACH 241001 001712040000002,,400.00
10/01/2024,Preauthorized Wd TECH CARGO LLC ACH 241001 001712040000071,,6145.00
10/01/2024,Preauthorized Wd TECH CARGO LLC ACH 241001 001712040000081,,150.84
10/01/2024,Preauthorized Wd TECH CARGO LLC ACH 241001 001712040000094,,11900.00
10/01/2024,Check 2385 000007105314080,,3358.00
10/01/2024,Online Intl Wire CONEXO ASSESSORIA CONEXO ASSESSORIA EM COMERCIO EXTER 000000000000657,,9318.11
10/01/2024,Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000658,,34589.43
10/02/2024,Preauthorized Credit SPACE PLUS USA L SENDER 241002 746322702 113000023167272,17508.27,
10/02/2024,Preauthorized Credit MERCHANT BNKCD DEPOSIT 241002 938206002884 026008819124246,3460.24,
10/02/2024,Deposit 000007186067280,173605.00,
10/02/2024,Transfer Debit Dp-Ls REF 2760753L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001002075316,,1.00
10/02/2024,Transfer Debit Dp-Ls REF 2761134L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001002113411,,49999.00
10/02/2024,Preauthorized Wd LEASEDIRECT 9479_1 INV# 588319332 DUE 10/01/24 REC# 146 9560 043000093112107,,339.78
10/02/2024,Preauthorized Wd MAERSK A/S 4390005467 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000021591788,,9775.00
10/02/2024,Preauthorized Wd MAERSK A/S 4320005411 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000021591758,,13200.00
10/02/2024,Preauthorized Wd TECH CARGO LLC ACH 241002 001704130000068,,20055.00
10/02/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000567,,28385.00
10/03/2024,Preauthorized Wd VISA PAYMENT 241003 091000017088299,,6368.52
10/03/2024,Preauthorized Wd MERCHANT BNKCD DISCOUNT 241003 938206002884 026008817637997,,231.06
10/03/2024,Preauthorized Wd TECH CARGO LLC ACH 241003 001702120000021,,2074.33
10/03/2024,Preauthorized Wd TECH CARGO LLC ACH 241003 001702120000044,,18665.30
10/03/2024,Preauthorized Wd TECH CARGO LLC ACH 241003 001702120000109,,6250.00
10/03/2024,Check 2375 000007071979400,,3107.59
10/03/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,10545.05
10/04/2024,Deposit 000007186116300,3615.00,
10/04/2024,Deposit 000007186142750,7297.18,
10/04/2024,Preauthorized Wd ECUWORLDWIDE WEBPAYMENT 241004 091000017953780,,638.80
10/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241004 001704490000094,,1515.00
10/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241004 001704490000093,,26612.09
10/04/2024,Check 2384 000007105488250,,620.00
10/04/2024,Check 2388 000007105480800,,3200.00
10/04/2024,Check 2389 000007105488260,,300.00
10/04/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000515,,44745.00
10/04/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,2229.55
10/07/2024,Preauthorized Credit PAYCARGO ACHPAYMENT 241004 BATCH 6343022 081000603284719,3470.90,
10/07/2024,Deposit 000007186151050,2658.80,
10/07/2024,Preauthorized Wd ECUWORLDWIDE WEBPAYMENT 241007 091000013340630,,620.88
10/07/2024,Preauthorized Wd MAGAYA ACH 7868459150 241007 2790000533 026073187938731,,2706.16
10/07/2024,Check 2390 000007105608740,,1779.80
10/07/2024,Check 2391 000007105633140,,5975.00
10/07/2024,Check 2393 000007105643710,,1800.00
10/08/2024,Preauthorized Credit INTERLINK MARKET PAYMENT 241008 2723599 043000099437716,7184.74,
10/08/2024,Preauthorized Credit MERCHANT BNKCD DEPOSIT 241008 938206002884 026008812461746,3460.24,
10/08/2024,Preauthorized Wd AMWINS GRP BEN INS PREMIU 241008 091000013736054,,454.65
10/08/2024,Preauthorized Wd TECH CARGO LLC ACH 241008 001717000000086,,1000.00
10/08/2024,Preauthorized Wd TECH CARGO LLC ACH 241008 001717000000120,,200.00
10/09/2024,Transfer Debit Dp-Ls REF 2831314L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001009131451,,20000.00
10/09/2024,Deposit Return Item SEQ# 99000020 REFER TO MAKER CHK# 42145100 000001009134239,,1575.00
10/09/2024,Preauthorized Wd MAERSK A/S 4360005522 241008 004360005522 111000022348732,,10060.00
10/09/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241008 BATCH 6352974 081000606322503,,1079.47
10/09/2024,Check 2394 000007072339060,,2750.00
10/10/2024,Wire Transfer-in DISBATTERY LUBRICA DISBATTERY LUBRICA NTES LLC 000000000000389,7668.92,
10/10/2024,Deposit 000007186221930,95795.00,
10/10/2024,Check 2392 000007072445500,,135.00
10/11/2024,Deposit 000007186255720,4865.75,
10/11/2024,Preauthorized Wd TECH CARGO LLC ACH 241011 001701180000034,,135.00
10/11/2024,Preauthorized Wd TECH CARGO LLC ACH 241011 001701180000092,,500.00
10/11/2024,Preauthorized Wd TECH CARGO LLC ACH 241011 001701180000002,,995.19
10/11/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,206.39
10/15/2024,Wire Transfer-in BACKUP ENERGY SOLU BACKUP ENERGY SOLU TIONS (BES) SRL 000000000000117,3075.00,
10/15/2024,Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000475,21375.00,
10/15/2024,Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000473,22506.26,
10/15/2024,Deposit 000007186267830,24857.00,
10/15/2024,Preauthorized Wd JOHN HANCOCK MAN PAYMENT TRN*1*E36097120\ 028000087488604,,650.10
10/15/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241011 BATCH 6365810 081000600397736,,77439.50
10/15/2024,Preauthorized Wd MASS MUTUAL INS. PREMIUM 241015 021000029878858,,107.89
10/15/2024,Preauthorized Wd SOLSTICE SOLSTICE 241015 ST-T2N0X4E9J3R8 111000026836637,,241.14
10/15/2024,Preauthorized Wd TECH CARGO LLC ACH 241015 001702430000019,,6800.00
10/15/2024,Preauthorized Wd TECH CARGO LLC ACH 241015 001702430000177,,603.52
10/15/2024,Preauthorized Wd TECH CARGO LLC ACH 241015 001702430000155,,6206.98
10/15/2024,Check 2395 000007072678610,,200.00
10/15/2024,Check 2396 000007072682810,,1800.00
10/15/2024,Check 2397 000007072707350,,450.00
10/15/2024,Check 2398 000007072698150,,620.00
10/15/2024,Check 2400 000007072704690,,5492.00
10/16/2024,Wire Transfer-in PEARL MERCHANDISIN PEARL MERCHANDISIN G AND DISTRIBUTIO 000000000000375,1125.00,
10/16/2024,Transfer Debit Dp-Ls REF 2901511L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001016151104,,30000.00
10/16/2024,Preauthorized Wd TECH CARGO LLC ACH 241016 001705350000086,,18.77
10/16/2024,Preauthorized Wd TECH CARGO LLC ACH 241016 001705350000040,,5946.00
10/17/2024,Preauthorized Wd MAERSK A/S 4370005828 241016 004370005828 111000029342755,,8640.00
10/17/2024,Preauthorized Wd VISA PAYMENT 241017 091000015940011,,830.72
10/17/2024,Check 2399 000007106162750,,5092.50
10/17/2024,Check 2401 000007106177960,,706.00
10/17/2024,Check 2404 000007106157600,,795.00
10/17/2024,Online Domestic Wire WETRANS UNITED STA WETRANS UNITED STA TES LIMITED 000000000000438,,248.00
10/17/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000437,,5756.00
10/17/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,17933.10
10/18/2024,Credit Memo ADV FROM LN 70070017436-10102 256001018103447,90000.00,
10/18/2024,Wire Transfer-in 1/INTERAMERICANA D 1/INTERAMERICANA D E CABLES VENEZ 000000000000517,2319.97,
10/18/2024,Deposit 000007186358910,109818.77,
10/18/2024,Preauthorized Wd CMA-CGM LLC VIATRUSTLY 241018 021214891871071,,3150.00
10/18/2024,Preauthorized Wd TECH CARGO LLC ACH 241018 001713500000109,,260.00
10/18/2024,Check 2406 000007073087390,,2000.00
10/18/2024,Maintenance Fee ANALYSIS ACTIVITY FOR 09/24 000000000000000,,397.75
10/18/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000481,,84575.00
10/18/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,5145.39
10/21/2024,Preauthorized Credit ICL FREIGHT (USA ACH PMT FACTURA 16720 021000022211076,1770.50,
10/21/2024,Check 2407 000007106311780,,1541.05
10/21/2024,Check 2408 000007106311770,,473.68
10/21/2024,Check 2409 000007106311760,,150.00
10/21/2024,Check 2410 000007106311890,,157.49
10/21/2024,Online Domestic Wire INTERNACIONAL SAEN INTERNACIONAL SAEN Z GOMEZ LTDA 000000000000438,,1598.80
10/21/2024,Online Intl Wire DOUBLE ACE CARGO P DOUBLE ACE CARGO P TY S.A 000000000000437,,2646.00
10/21/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000436,,28175.00
10/22/2024,Deposit 000007186387210,6123.00,
10/22/2024,Check 2402 000007106395800,,300.00
10/22/2024,Check 2403 000007106395790,,300.00
10/22/2024,Check 2405 000007106395780,,850.00
10/22/2024,Online Intl Wire ORIENT STAR INTERN ORIENT STAR INTERN ATIONAL LOGISTICS 000000000000452,,225.00
10/22/2024,Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SU PPLY CHAIN(HK)LTD 000000000000451,,25725.00
10/23/2024,Preauthorized Credit MERCHANT BNKCD DEPOSIT 241023 938206002884 026008811981843,2935.50,
10/23/2024,Preauthorized Wd MAERSK A/S 4380005860 241022 004380005860 111000022437257,,3000.00
10/23/2024,Preauthorized Wd MAERSK A/S 4370006021 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000022442460,,15350.00
10/23/2024,Check 2411 000007073350180,,1650.00
10/23/2024,Online Domestic Wire EQUIXPRESS INCBANK EQUIXPRESS INC 000000000000459,,3919.02
10/24/2024,Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 16918-16919-1 6920-16921-16922-1 6924-16928-16930-1 6862-16974-17052 021000020544480,55884.73,
10/24/2024,Deposit 000007186419300,151224.93,
10/24/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241023 BATCH 6397422 081000601200227,,1445.92
10/24/2024,Preauthorized Wd TECH CARGO LLC ACH 241024 001153270000020,,2155.29
10/24/2024,Preauthorized Wd TECH CARGO LLC ACH 241024 001153270000066,,4727.38
10/24/2024,Online Intl Wire GOLDEN WELL INT LO GOLDEN WELL INT LO GISTICS CO LTD 000000000000262,,367.80
10/24/2024,Online Intl Wire GLOBUS TRANSITOS P GLOBUS TRANSITOS P VT LTD 000000000000261,,6807.00
10/24/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000260,,28175.00
10/25/2024,Preauthorized Credit INELEC CORPORATI SENDER 241025 750165880 113000024454450,493.80,
10/25/2024,Preauthorized Credit SPACE PLUS USA L SENDER 241025 750519326 113000024477810,65327.86,
10/25/2024,Deposit 000007186434290,4971.90,
10/25/2024,Preauthorized Wd TECH CARGO LLC ACH 241025 001715530000007,,1175.00
10/25/2024,Check 2412 000007073446340,,2800.00
10/25/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000525,,53493.00
10/25/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,206.39
10/28/2024,Preauthorized Credit MERCHANT BNKCD DEPOSIT 241026 938206002884 026008813001113,3999.60,
10/28/2024,Transfer Debit Dp-Ls REF 3021134L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001028113422,,90000.00
10/28/2024,Automatic Ln Paymt AUTOMATIC LOAN PAY 000000000000000,,820.44
10/28/2024,Preauthorized Wd MAERSK A/S 4320005701 241025 004320005701 111000026044600,,6540.00
10/28/2024,Preauthorized Wd TECH CARGO LLC ACH 241028 001316010000033,,550.00
10/28/2024,Preauthorized Wd TECH CARGO LLC ACH 241028 001316010000040,,22220.00
10/28/2024,Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000348,,15279.00
10/29/2024,Deposit 000007186476400,8320.00,
10/29/2024,Preauthorized Wd TECH CARGO LLC ACH 241029 001703430000067,,3214.30
10/29/2024,Preauthorized Wd TECH CARGO LLC ACH 241029 001703430000084,,4000.00
10/30/2024,Deposit 000007186493990,104620.00,
10/30/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241029 BATCH 6417237 081000606729637,,118.44
10/30/2024,Preauthorized Wd TECH CARGO LLC ACH 241030 001319510000005,,45.00
10/30/2024,Preauthorized Wd TECH CARGO LLC ACH 241030 001319510000001,,1194.80
10/30/2024,Preauthorized Wd TECH CARGO LLC ACH 241030 001319510000007,,6100.00
10/30/2024,Online Domestic Wire COSCO SHIPPING LIN COSCO SHIPPING LIN ES INC. 000000000000365,,37.00
10/31/2024,Preauthorized Credit MERCHANT BNKCD DEPOSIT 241031 938206002884 026008816686026,8288.16,
10/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241031 001719000000098,,200.00
10/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241031 001719000000141,,4290.00
10/31/2024,Check 2414 000007073807690,,1900.00
10/31/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,24504.46
11/01/2024,Wire Transfer-in 1/C.T.I. S.R.L.UNI 1/C.T.I. S.R.L. 000000000000042,1109.65,
11/01/2024,Deposit 000007186527330,6025.00,
11/01/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000769,,96675.00
11/04/2024,ACH Return Credit RETURN SETTLE A ACH RTN - R02 IFS NEUTRAL MARITI ORIGINAL ENTRY EFF DATE = 241031 026008816354748,1194.80,
11/04/2024,Deposit 000007186561100,5910.00,
11/04/2024,Preauthorized Wd SOLSTICE SOLSTICE 241104 ST-P8Q0W9U8B8Y3 091000013112931,,241.14
11/04/2024,Preauthorized Wd LEASEDIRECT 9939_1 INV# 588522914 DUE 11/01/24 REC# 154 5191 043000099813495,,339.78
11/04/2024,Preauthorized Wd MAGAYA ACH 7868459150 241104 3080000447 026073188206422,,2706.16
11/04/2024,Preauthorized Wd MERCHANT BNKCD DISCOUNT 241103 938206002884 026008816224651,,708.81
11/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241104 001156030000112,,2078.32
11/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241104 001703330000068,,4070.00
11/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241104 001703330000104,,1026.00
11/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241104 001703330000134,,4070.00
11/04/2024,Check 2413 000007106901320,,1649.00
11/04/2024,Check 2415 000007106913450,,900.00
11/04/2024,Check 2416 000007106909770,,4534.40
11/05/2024,Preauthorized Wd MAERSK A/S 4340006220 241104 004340006220 111000023505523,,9105.00
11/05/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241104 BATCH 6435954 081000602976179,,189.50
11/06/2024,Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A S.A. 000000000000072,427.00,
11/06/2024,Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A S.A. 000000000000415,15326.43,
11/06/2024,Deposit 000007186616960,116950.00,
11/06/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241105 BATCH 6439258 081000604403649,,1086.73
11/07/2024,Deposit 000007186640320,4690.13,
11/07/2024,Deposit 000007186641860,30167.50,
11/07/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241106 BATCH 6441806 081000605728055,,1353.14
11/07/2024,Preauthorized Wd TECH CARGO LLC ACH 241107 001703240000166,,1194.80
11/07/2024,Preauthorized Wd TECH CARGO LLC ACH 241107 001703240000025,,26640.96
11/07/2024,Check 2417 000007107274440,,1366.00
11/08/2024,Preauthorized Wd AMWINS GRP BEN INS PREMIU 241108 091000017013559,,546.06
11/08/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241107 BATCH 6449536 081000607133611,,482.60
11/08/2024,Preauthorized Wd TECH CARGO LLC ACH 241108 001704190000100,,200.00
11/08/2024,Preauthorized Wd TECH CARGO LLC ACH 241108 001704190000078,,1650.00
11/08/2024,Preauthorized Wd TECH CARGO LLC ACH 241108 001704190000120,,10934.00
11/08/2024,Check 2418 000007107329230,,150.00
11/08/2024,Check 2419 000007074303380,,1670.00
11/08/2024,Check 2420 000007074302940,,2200.00
11/08/2024,Online Intl Wire MILESTONE GUATEMAL MILESTONE GUATEMAL A S.A. 000000000000636,,150.00
11/08/2024,Online Domestic Wire EXPRESS GLOBAL USA EXPRESS GLOBAL USA INC. DBA GRUDEN 000000000000610,,750.00
11/08/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000609,,88550.00
11/08/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
11/12/2024,Deposit 000007186701710,9385.00,
11/12/2024,Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000557,24647.32,
11/12/2024,Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000560,24647.32,
11/12/2024,Transfer Debit Dp-Ls REF 3161036L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001111103655,,10000.00
11/12/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241108 BATCH 6449739 081000608292333,,54.50
11/12/2024,Preauthorized Wd MASS MUTUAL INS. PREMIUM 241112 021000027974550,,107.89
11/12/2024,Preauthorized Wd JOHN HANCOCK MAN PAYMENT TRN*1*E36862688\ 028000083251597,,650.10
11/12/2024,Preauthorized Wd UNITED HEALTHCAR EDI PAYMTS 241112 173024250959 043000267070481,,4223.39
11/12/2024,Preauthorized Wd TECH CARGO LLC ACH 241112 001704320000058,,19024.00
11/12/2024,Check 2421 000007074412560,,1924.00
11/13/2024,Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 17160 - 17162 - 17164 - 17166 021000023730622,48284.48,
11/13/2024,Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000162,8644.68,
11/13/2024,Preauthorized Wd STGEORGELOGISTIC WEBPAYMENT 241113 091000015330870,,695.85
11/13/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241112 BATCH 6458057 081000600647428,,21153.21
11/13/2024,Online Intl Wire ATX INTERNATIONAL ATX INTERNATIONAL SRL 000000000000504,,3927.60
11/13/2024,Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SU PPLY CHAIN(HK)LTD 000000000000503,,14825.00
11/14/2024,Preauthorized Wd CMA-CGM LLC VIATRUSTLY 241114 021214891596371,,7992.00
11/14/2024,Preauthorized Wd TECH CARGO LLC ACH 241114 001714340000080,,860.00
11/14/2024,Preauthorized Wd TECH CARGO LLC ACH 241114 001714340000083,,2710.00
11/14/2024,Preauthorized Wd TECH CARGO LLC ACH 241114 001714340000093,,9985.00
11/14/2024,Preauthorized Wd TECH CARGO LLC ACH 241114 001714340000168,,39.39
11/14/2024,Preauthorized Wd TECH CARGO LLC ACH 241114 001714340000096,,45.00
11/14/2024,Preauthorized Wd TECH CARGO LLC ACH 241114 001714340000180,,1000.00
11/14/2024,Online Intl Wire SAFROUND LOGISTICS SAFROUND LOGISTICS (HK) CO LIMITED 000000000000549,,300.00
11/14/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,30752.88
11/15/2024,Deposit 000007186783430,14500.00,
11/15/2024,Deposit 000007186771600,26580.00,
11/15/2024,Deposit 000007186778960,30445.00,
11/15/2024,Deposit 000007186771260,111770.00,
11/15/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241114 BATCH 6466442 081000603710304,,179.50
11/15/2024,Online Domestic Wire HYDE SHIPPING CORP HYDE SHIPPING CORP ORATION 000000000000192,,7242.66
11/18/2024,Preauthorized Credit PROMO INTERNATIO ACH PMT INV. 17181 - 17183 - 17184 - 17185 - 17217 - 17218 - 1 7219 021000024932538,26565.00,
11/18/2024,Preauthorized Wd TECH CARGO LLC ACH 241118 001155500000002,,7910.04
11/18/2024,Preauthorized Wd TECH CARGO LLC ACH 241118 001155500000031,,8512.00
11/18/2024,Preauthorized Wd TECH CARGO LLC ACH 241118 001155500000057,,25385.00
11/18/2024,Check 2423 000007074842070,,1350.00
11/18/2024,Check 2424 000007074823500,,2100.00
11/18/2024,Online Intl Wire GLOBUS TRANSITOS P GLOBUS TRANSITOS P VT LTD 000000000000228,,1227.13
11/18/2024,Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SU PPLY CHAIN(HK)LTD 000000000000229,,21800.00
11/18/2024,Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000227,,32482.78
11/19/2024,Wire Transfer-in 1/JAIME BASMESON M 1/JAIME BASMESON M ONTERO 000000000000479,5604.22,
11/19/2024,Wire Transfer-in FAMILY MARKET C.AP FAMILY MARKET C.A 000000000000219,6140.00,
11/19/2024,Wire Transfer-in 768542 1888004 ONT 768542 1888004 ONT ARIO LTD. 000000000000059,9233.84,
